Pathway	GeneID	Symbol	Description	Drought_W24_log2FC	Drought_W24_padj	Drought_W8_log2FC	Drought_W8_padj	W24_vs_W8_Drought_log2FC	W24_vs_W8_Drought_padj	W24_vs_W8_Control_log2FC	W24_vs_W8_Control_padj
Flavonoid	HORVU1Hr1G072400	HORVU1Hr1G072400		-0.2976	0.502896	-0.2952	0.748751	-0.4541	0.343693	-0.4517	0.147733
Cytokinin	HORVU1Hr1G072410	HORVU1Hr1G072410		-0.0656	0.850672	0.1631	0.750669	-0.324	0.452805	-0.0953	0.768456
Ethylene	HORVU1Hr1G072430	HORVU1Hr1G072430		-0.8347	0.617183	1.067	0.748751	-1.3039	0.476735	0.5977	0.497439
Lignin	HORVU1Hr1G072470	HORVU1Hr1G072470	Laccase [Source:UniProtKB/TrEMBL;Acc:F2D9J2]	2.477	0.622816	2.8904	0.748751	-2.1491	0.522452	-1.7357	0.288807
Lignin	HORVU1Hr1G072530	HORVU1Hr1G072530	Laccase [Source:UniProtKB/TrEMBL;Acc:A0A287G6U4]	1.9991	0.572685	3.6948	0.748751	-2.0215	0.53756	-0.3257	0.825584
Cysteine	HORVU1Hr1G072560	HORVU1Hr1G072560	S-acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287G6V1]	0.0594	0.919612	0.0906	0.90442	-0.3321	0.606531	-0.3009	0.411548
Chaperone	HORVU1Hr1G072570	HORVU1Hr1G072570	Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A287G6W4]	-0.1993	0.589865	-0.1204	0.795178	0.1168	0.684158	0.1958	0.43312
Wax_Cutin	HORVU1Hr1G072590	HORVU1Hr1G072590		3.4442	0.611474	3.4712	0.748751	-1.4426	0.391001	-1.4155	0.268156
IAA	HORVU1Hr1G072640	HORVU1Hr1G072640		0.2779	0.592642	0.0074	0.969243	-0.1689	0.563138	-0.4394	0.215011
Cytokinin	HORVU1Hr1G072650	HORVU1Hr1G072650	Protein YIPF [Source:UniProtKB/TrEMBL;Acc:M0YHS4]	-0.1867	0.461057	0.0127	0.974665	-0.3014	0.473282	-0.1021	0.31207
Glycolysis	HORVU1Hr1G072670	HORVU1Hr1G072670		-0.0871	0.934636	-1.0172	0.748751	1.1245	0.367488	0.1944	0.797884
Glycolysis	HORVU1Hr1G072680	HORVU1Hr1G072680		0	NA	0.9608	0.857731	-2.9398	0.606531	-1.979	0.58482
Glycolysis	HORVU1Hr1G072700	HORVU1Hr1G072700		0.2823	0.69461	-0.7121	0.797139	0.1961	0.855153	-0.7983	0.615634
ABA	HORVU1Hr1G072750	HORVU1Hr1G072750	Uracil phosphoribosyltransferase, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G53900) UniProtKB/Swiss-Prot;Acc:Q9M336]	0.4531	0.401093	-0.0898	0.85285	-0.1111	0.738203	-0.654	0.122996
Proline	HORVU1Hr1G072780	HORVU1Hr1G072780	Delta-1-pyrroline-5-carboxylate synthase [Source:UniProtKB/TrEMBL;Acc:A0A287G756]	0.6624	0.670681	1.2291	0.748751	-0.9362	0.510626	-0.3695	0.58482
Glucosinolate	HORVU1Hr1G072810	HORVU1Hr1G072810	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CW02]	0.1146	0.830317	0.3851	0.748751	-0.2758	0.606531	-0.0054	0.985085
ROS_Scavenging	HORVU1Hr1G072850	HORVU1Hr1G072850		0.0383	0.927186	0.083	0.944532	-0.0787	0.913874	-0.034	0.881719
Photosynthesis	HORVU1Hr1G072930	HORVU1Hr1G072930	partner of SLD five 1 [Source:Projected from Arabidopsis thaliana (AT1G80190) TAIR;Acc:AT1G80190]	0.3164	0.670681	0.1354	0.828492	0.9128	0.31066	0.7318	0.439661
IAA	HORVU1Hr1G072970	HORVU1Hr1G072970	Auxin efflux carrier component [Source:UniProtKB/TrEMBL;Acc:A0A287G7E6]	0	NA	0.5791	0.748751	-0.5791	0.606531	0	NA
Cytokinin	HORVU1Hr1G072990	HORVU1Hr1G072990	At5g05930 [Source:Projected from Arabidopsis thaliana (AT5G05930) UniProtKB/TrEMBL;Acc:Q8L870]	-0.1963	0.546018	0.4175	0.748751	-1.008	0.243147	-0.3942	0.393615
Cytokinin	HORVU1Hr1G073010	HORVU1Hr1G073010		-0.3937	0.60154	-0.3956	0.748751	-0.6238	0.561339	-0.6257	0.216923
Inositol	HORVU1Hr1G073040	HORVU1Hr1G073040		0.5022	0.670681	1.4558	0.748751	-1.6155	0.356522	-0.6619	0.288227
Inositol	HORVU1Hr1G073060	HORVU1Hr1G073060		0.3602	0.658869	1.2785	0.748751	-1.4475	0.406312	-0.5292	0.266703
Cytokinin	HORVU1Hr1G073070	HORVU1Hr1G073070		-0.1387	0.95279	0.0621	0.939327	-5.8592	0.319325	-5.6584	0.165932
Cytokinin	HORVU1Hr1G073080	HORVU1Hr1G073080		-0.941	0.589865	-1.4018	0.748751	2.7975	0.39152	2.3366	0.279906
Ubiquitin_Proteasome	HORVU1Hr1G073130	HORVU1Hr1G073130		-0.0988	0.710622	0.0881	0.894861	-0.0794	0.847057	0.1075	0.585405
Photosynthesis	HORVU1Hr1G073150	HORVU1Hr1G073150	FRB1 [Source:Projected from Arabidopsis thaliana (AT5G01100) UniProtKB/TrEMBL;Acc:A0A178U817]	0.171	0.880863	1.5654	0.748751	-2.8679	0.352766	-1.4736	0.352927
Cytokinin	HORVU1Hr1G073180	HORVU1Hr1G073180		-0.6367	0.493242	-0.368	0.754523	0.2256	0.667156	0.4943	0.447294
Ethylene	HORVU1Hr1G073230	HORVU1Hr1G073230	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CTQ7]	-0.0928	0.670681	-0.0759	0.748751	0.0908	0.606531	0.1076	0.483692
Starch	HORVU1Hr1G073280	HORVU1Hr1G073280		-0.9028	0.382652	-1.007	0.748751	0.1041	0.844912	0	0.999835
Transcription	HORVU1Hr1G073300	HORVU1Hr1G073300		-0.1722	0.842604	0.0522	0.952855	-0.0335	0.968458	0.191	0.604864
Wax_Cutin	HORVU1Hr1G073340	HORVU1Hr1G073340		0.3293	0.888988	0.5737	0.835346	-0.2067	0.895829	0.0376	0.986535
Cytokinin	HORVU1Hr1G073400	HORVU1Hr1G073400		0.9159	0.411017	0.1444	0.900286	0.5154	0.527166	-0.2562	0.490613
Cytokinin	HORVU1Hr1G073460	HORVU1Hr1G073460		1.067	0.408417	0.4206	0.805624	0.2079	0.81268	-0.4385	0.432573
Pyrimidine	HORVU1Hr1G073540	HORVU1Hr1G073540		0.4842	0.669361	-0.1973	0.79205	0.2759	0.696243	-0.4056	0.265279
Cytokinin	HORVU1Hr1G073600	HORVU1Hr1G073600		-0.7463	0.670681	0.0022	0.99888	1.1088	0.367594	1.8573	0.417514
RNA_Processing	HORVU1Hr1G073660	HORVU1Hr1G073660		-0.2586	0.475471	-0.0298	0.943819	-0.3385	0.414467	-0.1097	0.58482
RNA_Processing	HORVU1Hr1G073700	HORVU1Hr1G073700	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CSQ7]	-0.3431	0.792875	2.3092	0.770402	-2.5201	0.62719	0.1322	0.882836
Pentose_Phosphate	HORVU1Hr1G073710	HORVU1Hr1G073710		0.2771	0.670681	0	NA	0.2771	0.606531	0	NA
Cytokinin	HORVU1Hr1G073720	HORVU1Hr1G073720		-0.3503	0.748861	-0.1311	0.914401	1.6149	0.505886	1.8341	0.142949
Starch	HORVU1Hr1G073820	HORVU1Hr1G073820		0.3139	0.846727	0.3661	0.844633	-0.4778	0.735403	-0.4256	0.527212
Transcription	HORVU1Hr1G073870	HORVU1Hr1G073870		-3.0542	0.411017	0.2674	0.946122	-1.0652	0.720488	2.2564	0.217814
Flavonoid	HORVU1Hr1G073900	HORVU1Hr1G073900		-1.1458	0.670681	2.521	0.748751	-4.8993	0.56316	-1.2326	0.694269
Transcription	HORVU1Hr1G073940	HORVU1Hr1G073940		0.6967	0.670681	0.956	0.748751	-0.2593	0.82196	0	NA
Photosynthesis	HORVU1Hr1G074060	HORVU1Hr1G074060	Serine/threonine-protein kinase Nek5 [Source:Projected from Arabidopsis thaliana (AT3G44200) UniProtKB/Swiss-Prot;Acc:Q0WPH8]	0.106	0.888863	0.0871	0.950657	-0.0725	0.940215	-0.0913	0.802874
Cytokinin	HORVU1Hr1G074130	HORVU1Hr1G074130		-0.1026	0.509677	0.7499	0.748751	-1.0676	0.412984	-0.215	0.257525
Transcription	HORVU1Hr1G074140	HORVU1Hr1G074140		-0.0826	0.925774	2.2054	0.748751	2.5913	0.356963	4.8792	0.222634
Flavonoid	HORVU1Hr1G074180	HORVU1Hr1G074180	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DB19]	0.2012	0.86957	-0.2578	0.748751	0.308	0.765965	-0.1511	0.686772
Purine	HORVU1Hr1G074200	HORVU1Hr1G074200		-0.3955	0.906376	1.3366	0.748751	-1.0683	0.492213	0.6638	0.806936
Photosynthesis	HORVU1Hr1G074220	HORVU1Hr1G074220	Pentatricopeptide repeat-containing protein At2g20540 [Source:Projected from Arabidopsis thaliana (AT2G20540) UniProtKB/Swiss-Prot;Acc:Q9SIL5]	-0.7681	0.5256	-2.145	0.748751	1.6439	0.428762	0.267	0.594708
ROS_Scavenging	HORVU1Hr1G074230	HORVU1Hr1G074230		1.7242	0.670681	0	NA	1.7242	0.606531	0	NA
ABA	HORVU1Hr1G074260	HORVU1Hr1G074260		-0.8461	0.427075	-0.4916	0.748751	-0.0396	0.945931	0.3149	0.482915
Protein_Kinase_Signalling	HORVU1Hr1G074310	HORVU1Hr1G074310		-0.5108	0.807482	1.4287	0.748751	-2.9353	0.49296	-0.9958	0.53261
Cytokinin	HORVU1Hr1G074320	HORVU1Hr1G074320		-0.7273	0.671243	1.2484	0.748751	-1.4585	0.465307	0.5173	0.638516
ABA	HORVU1Hr1G074330	HORVU1Hr1G074330	Fructose-1,6-bisphosphatase, cytosolic [Source:Projected from Arabidopsis thaliana (AT1G43670) UniProtKB/Swiss-Prot;Acc:Q9MA79]	-1.6103	0.411017	-0.0011	0.998435	-0.7026	0.403778	0.9065	0.287976
IAA	HORVU1Hr1G074350	HORVU1Hr1G074350		0.0141	0.984241	-0.1472	0.928294	0.1497	0.876094	-0.0116	0.984275
Translation	HORVU1Hr1G074410	HORVU1Hr1G074410		-0.495	0.401093	-0.4489	0.748751	0.1938	0.606531	0.2399	0.509688
Translation	HORVU1Hr1G074420	HORVU1Hr1G074420	Mitochondrial GTPase 1 [Source:UniProtKB/TrEMBL;Acc:M0YVR8]	0.2942	0.390126	0.1311	0.748751	-0.2364	0.478612	-0.3995	0.265253
Purine	HORVU1Hr1G074450	HORVU1Hr1G074450		-0.0805	0.646985	-0.1564	0.809664	0.143	0.681765	0.0671	0.786785
Purine	HORVU1Hr1G074460	HORVU1Hr1G074460	Amidophosphoribosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287G8Y4]	-0.57	0.711685	0.4634	0.894903	-2.1407	0.559665	-1.1072	0.676335
Gibberellin_GA3	HORVU1Hr1G074530	HORVU1Hr1G074530		0	NA	-1.068	0.748751	0	NA	-1.068	0.58482
ABA	HORVU1Hr1G074590	HORVU1Hr1G074590	Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Source:Projected from Arabidopsis thaliana (AT2G22250) UniProtKB/Swiss-Prot;Acc:Q9SIE1]	-0.2036	0.670681	0.0278	0.96312	-0.4642	0.482983	-0.2328	0.497286
Cytokinin	HORVU1Hr1G074600	HORVU1Hr1G074600	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E917]	-0.5117	0.581433	-0.267	0.748751	0.5675	0.206115	0.8122	0.287849
Cytokinin	HORVU1Hr1G074650	HORVU1Hr1G074650	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E3N3]	0.3434	0.737766	-0.2696	0.748751	0.0731	0.926226	-0.54	0.35187
Serine	HORVU1Hr1G074660	HORVU1Hr1G074660		0.1746	0.842125	0.5987	0.748751	-1.4245	0.349388	-1.0005	0.128669
Protein_Kinase_Signalling	HORVU1Hr1G074670	HORVU1Hr1G074670		0.5804	0.355374	1.5504	0.748751	-0.479	0.652396	0.4909	0.40831
Cytokinin	HORVU1Hr1G074790	HORVU1Hr1G074790		-2.1557	0.670681	1.7919	0.748751	-1.7919	0.606531	2.1557	0.58482
Serine	HORVU1Hr1G074820	HORVU1Hr1G074820		-1.2698	0.625557	-1.8216	0.748751	0.4398	0.712433	-0.1119	0.907568
Cytokinin	HORVU1Hr1G074840	HORVU1Hr1G074840		0.2404	0.680699	1.4627	0.748751	-2.5348	0.505933	-1.3124	0.360341
Protein_Kinase_Signalling	HORVU1Hr1G074860	HORVU1Hr1G074860		1.1258	0.670681	0.1225	0.96312	-0.1504	0.924781	-1.1537	0.58482
Cysteine	HORVU1Hr1G074890	HORVU1Hr1G074890	S-acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A287G9E2]	-0.1039	0.670681	0.1537	0.748751	-0.3768	0.311451	-0.1192	0.555601
Inositol	HORVU1Hr1G074940	HORVU1Hr1G074940		0.8397	0.354842	0.8728	0.748751	-0.6958	0.292206	-0.6627	0.215781
Transcription	HORVU1Hr1G074960	HORVU1Hr1G074960		0.3997	0.498725	0.3282	0.748751	-0.2247	0.48713	-0.2961	0.516584
RNA_Processing	HORVU1Hr1G075000	HORVU1Hr1G075000		-0.0586	0.868172	-0.3206	0.748751	0.0487	0.844986	-0.2133	0.511237
Ethylene	HORVU1Hr1G075040	HORVU1Hr1G075040		0.6043	0.670681	1.3397	0.748751	-3.6421	0.42937	-2.9067	0.365135
Phospholipid_Biosynthesis	HORVU1Hr1G075050	HORVU1Hr1G075050	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E9W6]	0.2991	0.576991	-0.1831	0.832497	0.6639	0.409742	0.1817	0.598469
ABA	HORVU1Hr1G075110	HORVU1Hr1G075110		-0.343	0.333291	0.1306	0.785448	-0.6483	0.357955	-0.1748	0.553558
IAA	HORVU1Hr1G075150	HORVU1Hr1G075150		-1.0915	0.382536	-0.5027	0.748751	-0.1613	0.778109	0.4275	0.400769
Lignin	HORVU1Hr1G075160	HORVU1Hr1G075160		-0.1107	0.911407	-0.001	0.999054	-0.2588	0.770264	-0.1491	0.826547
Glucosinolate	HORVU1Hr1G075210	HORVU1Hr1G075210		-0.4894	0.332068	-0.5199	0.748751	0.2306	0.451926	0.2001	0.331572
Ethylene	HORVU1Hr1G075270	HORVU1Hr1G075270	Protein RNA-directed DNA methylation 3 [Source:Projected from Arabidopsis thaliana (AT5G04290) UniProtKB/Swiss-Prot;Acc:F4JW79]	-0.2594	0.509688	-0.2696	0.748751	0.4617	0.367594	0.4515	0.174069
Ubiquitin_Proteasome	HORVU1Hr1G075520	HORVU1Hr1G075520	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CRY5]	1.7091	0.326586	0.662	0.800033	0.6172	0.606531	-0.4299	0.688994
ROS_Scavenging	HORVU1Hr1G075530	HORVU1Hr1G075530		0.2347	0.670681	0.2109	0.748751	-0.4453	0.442102	-0.469	0.101183
Glycolysis	HORVU1Hr1G075550	HORVU1Hr1G075550	ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A287G9W2]	0.3223	0.670681	0.3649	0.748751	-0.2358	0.663436	-0.1933	0.48141
Glutathione_Metabolism	HORVU1Hr1G075560	HORVU1Hr1G075560	Thioredoxin [Source:UniProtKB/TrEMBL;Acc:Q7XZK2]	-0.5346	0.350106	-0.0754	0.93993	-0.3408	0.606531	0.1184	0.694171
Lignin	HORVU1Hr1G075660	HORVU1Hr1G075660		0	NA	2.2018	0.748751	-4.1016	0.435496	-1.8998	0.58482
Starch	HORVU1Hr1G075670	HORVU1Hr1G075670		0.2173	0.939349	1.3881	0.748751	-2.0153	0.356522	-0.8445	0.58482
Starch	HORVU1Hr1G075680	HORVU1Hr1G075680	Phosphotransferase [Source:UniProtKB/TrEMBL;Acc:A0A287GA50]	0.0495	0.890149	-0.6872	0.748751	0.6715	0.367488	-0.0652	0.55747
Glycolysis	HORVU1Hr1G075750	HORVU1Hr1G075750		0	NA	0.2317	0.748751	-8.2393	0.148736	-8.0076	0.10023
ROS_Scavenging	HORVU1Hr1G075760	HORVU1Hr1G075760	Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A287GA59]	2.0569	0.61436	-1.3933	0.748751	1.5329	0.564576	-1.9173	0.465224
ROS_Scavenging	HORVU1Hr1G075780	HORVU1Hr1G075780	Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A287GA69]	1.411	0.589865	0.9978	0.748751	-1.9561	0.51982	-2.3693	0.579728
Cytokinin	HORVU1Hr1G075830	HORVU1Hr1G075830		-0.8048	0.670681	-0.8997	0.748751	0.4711	0.610559	0.3762	0.739694
Cytokinin	HORVU1Hr1G075880	HORVU1Hr1G075880		-0.0357	0.983662	0.3261	0.764155	-0.9893	0.465307	-0.6276	0.550602
Wax_Cutin	HORVU1Hr1G075900	HORVU1Hr1G075900	BAHD acyltransferase DCR [Source:Projected from Arabidopsis thaliana (AT5G23940) UniProtKB/Swiss-Prot;Acc:Q9FF86]	1.7369	0.660407	0.6077	0.843855	1.2491	0.606531	0.1198	0.964481
Transcription	HORVU1Hr1G076000	HORVU1Hr1G076000		0.7568	0.547813	0.7036	0.748751	-0.5258	0.435155	-0.579	0.294877
Phospholipid_Biosynthesis	HORVU1Hr1G076010	HORVU1Hr1G076010	Nuclear pore complex protein NUP35 [Source:UniProtKB/TrEMBL;Acc:A0A287GAK5]	-0.0445	0.863567	-0.2178	0.748751	-0.0771	0.760742	-0.2504	0.3409
ROS_Scavenging	HORVU1Hr1G076090	HORVU1Hr1G076090		0.1509	0.670681	-0.0256	0.970947	0.0192	0.969307	-0.1573	0.228787
Serine	HORVU1Hr1G076110	HORVU1Hr1G076110		0.2843	0.644212	-0.0779	0.882216	0.2528	0.606531	-0.1093	0.580049
Cytokinin	HORVU1Hr1G076120	HORVU1Hr1G076120		0.2724	0.81757	1.4888	0.748751	-0.59	0.607327	0.6264	0.665601
Photosynthesis	HORVU1Hr1G076180	HORVU1Hr1G076180	NSF [Source:Projected from Arabidopsis thaliana (AT4G04910) UniProtKB/TrEMBL;Acc:A0A178UTB9]	-0.1013	0.637894	0.0384	0.900072	-0.0891	0.676975	0.0507	0.488586
Protein_Kinase_Signalling	HORVU1Hr1G076210	HORVU1Hr1G076210		-0.235	0.589865	0.6147	0.769844	-1.441	0.527878	-0.5913	0.483644
ROS_Scavenging	HORVU1Hr1G076300	HORVU1Hr1G076300		0	NA	0.6661	0.748751	-0.6661	0.606531	0	NA
Cytokinin	HORVU1Hr1G076310	HORVU1Hr1G076310		-0.3481	0.909911	2.1933	0.748751	-0.8178	0.777709	1.7235	0.58482
Starch	HORVU1Hr1G076350	HORVU1Hr1G076350		-0.3948	0.571843	-0.2733	0.870885	0.2578	0.810968	0.3793	0.353122
Lignin	HORVU1Hr1G076420	HORVU1Hr1G076420		0.0508	0.670681	0.1441	0.818493	-0.2243	0.606531	-0.131	0.618015
Lignin	HORVU1Hr1G076430	HORVU1Hr1G076430	FT-like protein 3 [Source:UniProtKB/TrEMBL;Acc:B8PZ71]	-0.0742	0.946608	1.6412	0.748751	-0.3169	0.857413	1.3985	0.224635
Vitamin_C_Ascorbate	HORVU1Hr1G076470	HORVU1Hr1G076470	Gamma-glutamyl hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A287GB31]	0.1552	0.479175	-0.0905	0.797112	-0.394	0.329679	-0.6398	0.192301
Folate	HORVU1Hr1G076480	HORVU1Hr1G076480	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CWL4]	-0.8073	0.577719	-0.2776	0.748751	0.5485	0.614404	1.0783	0.308737
Translation	HORVU1Hr1G076500	HORVU1Hr1G076500		-1.0499	0.326586	-0.1481	0.825578	-0.7707	0.414671	0.1311	0.630877
ABA	HORVU1Hr1G076570	HORVU1Hr1G076570		-0.7139	0.679482	1.7566	0.748751	-2.3133	0.236342	0.1572	0.897539
Cytokinin	HORVU1Hr1G076590	HORVU1Hr1G076590		0.917	0.465913	1.357	0.748751	-1.2059	0.288819	-0.7658	0.482128
Tryptophan	HORVU1Hr1G076650	HORVU1Hr1G076650		-0.5366	0.700419	0	NA	0.6691	0.606531	1.2057	0.432052
ABA	HORVU1Hr1G076690	HORVU1Hr1G076690	Auxin response factor [Source:UniProtKB/TrEMBL;Acc:A0A287GBD8]	-0.8629	0.596373	-0.1974	0.783297	0.0918	0.908902	0.7573	0.47297
Gibberellin_GA3	HORVU1Hr1G076730	GA2ox4		6.0737	0.350106	5.1156	0.748751	-0.5763	0.836536	-1.5344	0.58482
Lignin	HORVU1Hr1G076800	HORVU1Hr1G076800		0.0999	0.955117	0.5441	0.807292	-1.3679	0.564485	-0.9237	0.4417
Proline	HORVU1Hr1G076870	HORVU1Hr1G076870	Proline iminopeptidase [Source:UniProtKB/TrEMBL;Acc:A0A287GBG3]	0.0195	0.971147	-0.4959	0.748751	-0.3273	0.455067	-0.8426	0.200111
ABA	HORVU1Hr1G076880	HORVU1Hr1G076880		-0.7063	0.497076	-0.0509	0.95365	-0.6902	0.499628	-0.0348	0.923218
Inositol	HORVU1Hr1G076900	HORVU1Hr1G076900	Tubby-like F-box protein [Source:UniProtKB/TrEMBL;Acc:A0A287GBK0]	-0.1393	0.529988	0.0766	0.810581	-0.0284	0.841097	0.1874	0.426398
Protein_Kinase_Signalling	HORVU1Hr1G076910	HORVU1Hr1G076910	Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A287GBI5]	0.6609	0.334479	1.5035	0.748751	-1.0361	0.436092	-0.1935	0.408326
Jasmonate_JA	HORVU1Hr1G076970	HORVU1Hr1G076970	Mitochondrial import inner membrane translocase subunit TIM50 [Source:Projected from Arabidopsis thaliana (AT1G55900) UniProtKB/Swiss-Prot;Acc:Q8VYE2]	-0.0919	0.911155	0.0117	0.99244	-0.1643	0.848626	-0.0607	0.874908
Proline	HORVU1Hr1G076990	HORVU1Hr1G076990	Hydroxyproline-rich glycoprotein family protein [Source:Projected from Arabidopsis thaliana (AT1G73840) UniProtKB/TrEMBL;Acc:Q8VYM7]	-0.2498	0.580257	0.0596	0.833712	-0.0345	0.900635	0.2749	0.247145
Cytokinin	HORVU1Hr1G077020	HORVU1Hr1G077020	Probable magnesium transporter [Source:UniProtKB/TrEMBL;Acc:A0A287GBP1]	0.0106	0.966657	0.2337	0.748751	0.0019	0.996073	0.2249	0.318339
Transcription	HORVU1Hr1G077080	HORVU1Hr1G077080		0.3117	0.635913	0.3579	0.748751	-0.7145	0.206115	-0.6683	0.328338
Starch	HORVU1Hr1G077100	HORVU1Hr1G077100		1.2025	0.551721	0.9236	0.828765	-1.4098	0.654509	-1.6887	0.187866
Transcription	HORVU1Hr1G077140	HORVU1Hr1G077140		-0.3054	0.659547	-0.0416	0.946171	-0.6399	0.353192	-0.3761	0.450467
Cellulose	HORVU1Hr1G077230	CSLC1	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DH86]	-0.1555	0.589865	0.5574	0.748751	-1.0685	0.402393	-0.3556	0.622537
Cytokinin	HORVU1Hr1G077240	HORVU1Hr1G077240		0.1215	0.754521	0.0072	0.986597	-0.0701	0.816578	-0.1844	0.506919
Cytokinin	HORVU1Hr1G077290	HORVU1Hr1G077290		-0.1725	0.433172	-0.0581	0.838582	0.0759	0.618862	0.1902	0.312762
Protein_Kinase_Signalling	HORVU1Hr1G077350	HORVU1Hr1G077350		0	NA	0.1258	0.946122	-0.5795	0.606531	-0.4537	0.58482
Methionine	HORVU1Hr1G077360	HORVU1Hr1G077360		-0.136	0.589865	0.0083	0.979481	0.0072	0.962561	0.1515	0.484753
Inositol	HORVU1Hr1G077420	HORVU1Hr1G077420		-2.035	0.670681	1.7352	0.748751	-5.892	0.398665	-2.1218	0.483536
Protein_Kinase_Signalling	HORVU1Hr1G077430	HORVU1Hr1G077430	Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:M0UDQ5]	0.0991	0.823478	0.3111	0.748751	-0.0125	0.973778	0.1995	0.209862
RNA_Processing	HORVU1Hr1G077470	HORVU1Hr1G077470		-0.3798	0.527342	-0.0803	0.92999	-0.5686	0.530167	-0.2691	0.388396
RNA_Processing	HORVU1Hr1G077510	HORVU1Hr1G077510		-0.1674	0.670681	-0.2838	0.748751	0.3882	0.440507	0.2718	0.297511
ROS_Scavenging	HORVU1Hr1G077560	HORVU1Hr1G077560		3.6025	0.670681	4.0675	0.753901	-3.1857	0.631682	-2.7206	0.58482
Cytokinin	HORVU1Hr1G077590	HORVU1Hr1G077590	Protein BREAST CANCER SUSCEPTIBILITY 1 homolog [Source:Projected from Arabidopsis thaliana (AT4G21070) UniProtKB/Swiss-Prot;Acc:Q8RXD4]	0.3329	0.809116	1.1203	0.748751	-0.1613	0.860418	0.6261	0.647485
ROS_Scavenging	HORVU1Hr1G077630	HORVU1Hr1G077630		0.1006	0.427075	0.1174	0.748751	-0.0432	0.656375	-0.0264	0.827438
Ethylene	HORVU1Hr1G077680	HORVU1Hr1G077680		2.2894	0.611282	2.2647	0.748751	-2.4208	0.57006	-2.4455	0.58482
Lignin	HORVU1Hr1G077790	HORVU1Hr1G077790		-0.202	0.62007	0.1048	0.792989	-0.1692	0.59337	0.1377	0.58482
Omega3_Fatty_Acid	HORVU1Hr1G077820	HORVU1Hr1G077820	Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL;Acc:A0A287GCI3]	-0.1684	0.744962	0.0521	0.886398	0.6262	0.465461	0.8467	0.176555
ROS_Scavenging	HORVU1Hr1G077850	HORVU1Hr1G077850	Formin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A287GCK2]	-0.7641	0.670681	0	NA	0	NA	0.7641	0.58482
Cytokinin	HORVU1Hr1G077860	HORVU1Hr1G077860	Predicted protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:M0XSF7]	-0.2388	0.595788	0.0163	0.979319	-0.1763	0.619244	0.0788	0.760994
Cytokinin	HORVU1Hr1G077870	HORVU1Hr1G077870		-3.2344	0.592642	4.1013	0.748751	-4.1013	0.505331	3.2344	0.441254
Transcription	HORVU1Hr1G077900	HORVU1Hr1G077900		-0.1251	0.670681	0.0131	0.97551	-0.4548	0.407201	-0.3166	0.207759
Glycine	HORVU1Hr1G077990	HORVU1Hr1G077990	Signal recognition particle 54 kDa protein [Source:UniProtKB/TrEMBL;Acc:A0A287GCS4]	0.1547	0.768669	0.1142	0.754634	-0.3054	0.539416	-0.3459	0.347945
Transcription	HORVU1Hr1G078000	HORVU1Hr1G078000		-0.1213	0.772859	-7e-04	0.997694	-0.2006	0.606531	-0.08	0.600128
Flavonoid	HORVU1Hr1G078050	HORVU1Hr1G078050		0	NA	1.0498	0.748751	-1.0498	0.606531	0	NA
Photosynthesis	HORVU1Hr1G078140	HORVU1Hr1G078140		0.8734	0.460461	0.0639	0.942559	-0.0118	0.978545	-0.8213	0.364556
Histidine	HORVU1Hr1G078170	HORVU1Hr1G078170		-0.1749	0.589865	-0.1473	0.748751	0.3488	0.377845	0.3764	0.226234
Cytokinin	HORVU1Hr1G078250	HORVU1Hr1G078250		0.0037	0.993512	0.1961	0.77013	0.9625	0.391297	1.1549	0.126859
Lysine	HORVU1Hr1G078290	HORVU1Hr1G078290		1.9983	0.411017	0.6364	0.903634	0.7358	0.688509	-0.626	0.820473
Cytokinin	HORVU1Hr1G078310	HORVU1Hr1G078310		0.2408	0.737766	0.0083	0.991313	-0.2295	0.617274	-0.462	0.466497
